HSK_Vocab_ID	HSK_Vocab_Level	HSK_Vocab_Pinyin	HSK_Vocab	HSK_Vocab_Sentance
6223	7-9	dàngyàng	荡漾	湖面在微风中荡漾，景色宜人。
6224	7-9	dàngcì	档次	我们去一家档次再高点儿的餐厅怎么样？
6225	7-9	dǎodàn	导弹	军队展示了最新型的导弹技术。
6226	7-9	dǎoháng	导航	他用手机导航找到了一条更快的路线。
6227	7-9	dǎohuǒsuǒ	导火索	这次争吵成为了双方矛盾升级的导火索。
6228	7-9	dǎoshī	导师	她很尊重她的导师。
6229	7-9	dǎoxiàng	导向	很抱歉，我们无法记录您的参与。这可能是由于您已经参加过这个机会，或涉嫌违反我们的服务条款。您将被重新导向网站。
6230	7-9	dǎoyǔ	岛屿	有海岛屿。
6231	7-9	dǎoluàn	捣乱	孩子们在课堂上捣乱，老师很生气。
6232	7-9	dǎomài	倒卖	他因非法倒卖文物被警方抓获。
6233	7-9	dǎoméi	倒霉	我真的很倒霉！
6234	7-9	dǎotā	倒塌	桥在重压之下倒塌了。
6235	7-9	dǎoxia	倒下	他头朝天倒下了。
6236	7-9	dàotóulái	到头来	到头来，我们记得的不是敌人的话语，而是朋友的沉默。
6237	7-9	dàowèi	到位	火车挤得要命，我们都找不到位子坐。
6238	7-9	dàojìshí	倒计时	比赛开始的倒计时已经进入最后十秒。
6239	7-9	dàoshǔ	倒数	从10倒数到0。
6240	7-9	dào	盗	盗亦有道。
6241	7-9	dàoqiè	盗窃	警察起诉他盗窃。
6242	7-9	dàoniàn	悼念	全国人民悼念为国家牺牲的英雄们。
6243	7-9	dàojù	道具	你知道怎样使用这些命令行工具吗？
6244	7-9	dàocǎo	稻草	放轻松，这只是个稻草人而已。
6245	7-9	débùchángshī	得不偿失	如果付出太多却没有回报，这样做就得不偿失了。
6246	7-9	dédàng	得当	如果训练得当的话，音乐才能是可以培养出来的。
6247	7-9	délì	得力	这个药很得力。
6248	7-9	déshī	得失	用铜做镜子，可以整理好一个人的穿戴；用别人作自己的镜子，可以知道自己每一天的得失；用历史作为镜子，可以知道历史上的兴盛衰亡。
6249	7-9	déshǒu	得手	他写得一手好字
6250	7-9	détǐ	得体	您的行为不得体。
6251	7-9	détiāndúhòu	得天独厚	这个地区拥有得天独厚的自然资源。
6252	7-9	déyì yú	得益于	他的成功得益于老师的悉心指导。
6253	7-9	déyì-yángyáng	得意扬扬	他得意扬扬地向大家展示自己的奖杯。
6254	7-9	dézhī	得知	我无从得知。
6255	7-9	dézuì	得罪	我是不是得罪他了？
6256	7-9	dé	德	你说德语吗？
6257	7-9	dēnglong	灯笼	灯笼在树枝上吊着。
6258	7-9	dēngpào	灯泡	灯泡发光。
6259	7-9	dēngjī	登机	几点登机？
6260	7-9	dēnglù	登陆	他们将会以大批武器登陆。
6261	7-9	dēng	蹬	他用力蹬了一下自行车，飞快地骑走了。
6262	7-9	dèngzi	凳子	猫在凳子上还是凳子下？
6263	7-9	dèng	瞪	女人瞪了我们。
6264	7-9	dīdiào	低调	喜欢低调些。
6265	7-9	dīgū	低估	别低估我。
6266	7-9	dīgǔ	低谷	公司目前正处于发展低谷，需要找到解决办法。
6267	7-9	dījià	低价	我觉得我们得调低价格。
6268	7-9	dīmí	低迷	市场需求低迷，企业的销售额大幅下降。
6269	7-9	dītàn	低碳	我们应该提倡低碳生活，减少能源浪费。
6270	7-9	dīxià	低下	不要讲这些低级趣味的下流笑话。
6271	7-9	dī	堤	堤坝保护了城市免受洪灾。
6272	7-9	dībà	堤坝	堤坝保护了城市免受洪灾。
6273	7-9	dīfang	提防	湿地在生态系统中扮演着净化水源、防止洪水和侵蚀、为野生动物提供食物和栖息地的重要角色。
6274	7-9	dízi	笛子	他用笛子吹奏了一首悠扬的民歌。
6275	7-9	dǐchù	抵触	他的意见与团队的计划产生了抵触。
6276	7-9	dǐdǎng	抵挡	没有男人能够抵挡女人的诱惑。
6277	7-9	dǐxiāo	抵消	这次的收益完全抵消了上个月的损失。
6278	7-9	dǐyā	抵押	难以抵抗给句子押韵的愿望。
6279	7-9	dǐyù	抵御	他们抵御入侵者，保卫了国家。
6280	7-9	dǐzhì	抵制	我们ACME有限公司，特此宣布，我们将尽我们的力量抵制这种恶意收购。
6281	7-9	dǐcéng	底层	他出生在社会的底层，通过努力改变了命运。
6282	7-9	dǐxiàn	底线	他已经触及了道德的底线。
6283	7-9	dǐyùn	底蕴	这座古城有着深厚的文化底蕴。
6284	7-9	dǐzi	底子	海洋底部有沙子。
6285	7-9	dìbù	地步	我不会堕落到他那个地步。
6286	7-9	dìdào	地道	她大方地道歉。
6287	7-9	dìdao	地道	她大方地道歉。
6288	7-9	dìduàn	地段	你搬的地方真是好地段，现在大家是看上地段和房型。
6289	7-9	dìlǐ	地理	他喜欢地理和历史。
6290	7-9	dìtǎn	地毯	他卖旧地毯。
6291	7-9	dìxiàshuǐ	地下水	地下室淹水了。
6292	7-9	dìyù	地狱	地狱什么样？
6293	7-9	dìyù	地域	位处赤道附近一个狭窄区域的热带雨林，正在不断地遭受人类的破坏，预计在二零零零年之前，该区域将会有五分之四的热带雨林从地球上消失。
6294	7-9	dìzhì	地质	汤姆分不清地理学和地质学的区别。
6295	7-9	dìzǐ	弟子	我的兄弟买了电子吉他。
6296	7-9	dìguó	帝国	他们扩阔了帝国的领土。
6297	7-9	dìguó zhǔyì	帝国主义	先生, 你是一个帝国主义者! "而你, 先生, 是一个巨魔。"
6298	7-9	dìjiāo	递交	请把这份文件递交给经理审核。
6299	7-9	dìyīshǒu	第一手	他提供了有关事故的第一手资料。
6300	7-9	dìyīxiàn	第一线	鲍勃第一个到达终点线。
6301	7-9	diāndǎo	颠倒	她被他迷得神魂颠倒。
6302	7-9	diānfù	颠覆	那些想要颠覆这个世界的人们，我们将击败你们。
6303	7-9	diānfēng	巅峰	这位运动员正处于职业生涯的巅峰状态。
6304	7-9	diǎnfàn	典范	我该说，他的行为是典范。
6305	7-9	diǎnhuǒ	点火	我们没点火。
6306	7-9	diǎnjīlǜ	点击率	这段视频在网上的点击率非常高。
6307	7-9	diǎnpíng	点评	您已添加了评论，而不是一个翻译。要添加一个翻译，点击这句话上面的«あ→а»图标。
6308	7-9	diǎnxin	点心	吃点点心你看好吗？
6309	7-9	diǎnzhuì	点缀	花园里点缀着五颜六色的鲜花，美不胜收。
6310	7-9	diǎnzi	点子	你鬼点子真多。
6311	7-9	diànbào	电报	请回我的电报。
6312	7-9	diànlíng	电铃	我桌上的电话一直大声响铃。
6313	7-9	diànwǎng	电网	他喜欢在电视上看网球。
6314	7-9	diànxiàn	电线	木偶由电线控制。
6315	7-9	diànxìn	电信	国家发展和改革委员会的报告说，农村电信基础设施的快速推进是网民人数增长的主要原因。
6316	7-9	diànxùn	电讯	全世界百分之八十电脑上的资讯都是用英语写的。
6317	7-9	diàn	垫	猫在垫子上。
6318	7-9	diàndǐ	垫底	汤姆把钱藏在床垫底下。
6319	7-9	diànzi	垫子	猫在垫子上。
6320	7-9	diànfěn	淀粉	土豆是淀粉含量较高的食物之一。
6321	7-9	diànjì	惦记	他一直惦记着家乡的亲人。
6322	7-9	diàndìng	奠定	这个项目奠定了公司未来发展的基础。
6323	7-9	diàntáng	殿堂	他进入了艺术的殿堂，成为一名著名画家。
6324	7-9	diāonàn	刁难	澳洲的考试方式并不是为了刁难受测者。
6325	7-9	diāo	叼	母鸟叼来虫子喂幼鸟。
6326	7-9	diāo	雕	一箭双雕。
6327	7-9	diāokè	雕刻	这座雕像是由樱木雕刻而成。
6328	7-9	diāosù	雕塑	这个公园里有许多美丽的雕塑作品。
6329	7-9	diàoxiāo	吊销	若同期的人先一步完成销售目标，我也不能再吊儿郎当了。
6330	7-9	diàoyú	钓鱼	你会钓鱼吗？
6331	7-9	diàodù	调度	汤姆想要调节淋浴的温度。
6332	7-9	diàoduì	掉队	我们觉得很惊讶老虎队竟然输掉了比赛。
6333	7-9	diàotóu	掉头	我们掉头吧！
6334	7-9	diē	爹	她爹是日本人。
6335	7-9	diéqǐ	迭起	惠子巧妙地把碗碟迭起再拿到水槽。
6336	7-9	dié	叠	请勿折叠！
6337	7-9	dīng	丁	您懂拉丁语？
6338	7-9	dīngzhǔ	叮嘱	真的不敢相信你在吃医生叮嘱不要食用的东西。
6339	7-9	dīng	盯	别再盯着了。
6340	7-9	dīngzi	钉子	车胎被钉子刺穿了。
6341	7-9	dǐngduō	顶多	这顶帽多少钱？
6342	7-9	dǐngjí	顶级	我的梦想是要成为一个顶级的麻将高手。
6343	7-9	dǐngjiān	顶尖	英国所有的顶尖球队都在超级联赛中。
6344	7-9	dìngdān	订单	确认订单。
6345	7-9	dìnggòu	订购	汤姆订购了午饭。
6346	7-9	dìnghūn	订婚	我跟她订婚了。
6347	7-9	dìnglì	订立	请立即将世界语订为欧洲联盟的官方语言
6348	7-9	dìng	钉	车胎被钉子刺穿了。
6349	7-9	dìngjīn	定金	没有什么我能拿来与友谊相比；诸神赐予人们之物中没有什么比它更好。人们或是更喜爱金钱，或是更喜爱健康的身躯，或是更喜爱名誉和荣耀，或是更喜爱高兴快乐——但是人的这些想法大错特错，因为它们是不确定的并且来自运气，而非来自智慧。事实上，友谊从智慧、爱、美德与勇气中来；没有勇气友谊就不能存在。如果没有朋友，你就过着暴君的生活；如果你找到了真正的朋友，你的生活就有福了。
6350	7-9	dìngjū	定居	部落成员沿着河岸定居了。
6351	7-9	dìnglùn	定论	《洪范》到底是什么时代的作品, 千百年来人们见仁见智, 至今仍无定论。
6352	7-9	dìngwéi	定为	她一定为你感到骄傲。
6353	7-9	dìngxiàng	定向	少年决定要向她求婚。
6354	7-9	dìngxīnwán	定心丸	他的承诺让团队吃了一颗定心丸。
6355	7-9	dìngyì	定义	你怎么定义“幸福”？
6356	7-9	dìngzuò	定做	健二决定做厨师。
6357	7-9	diūdiào	丢掉	不要丢掉这本杂志。
6358	7-9	diūliǎn	丢脸	好丢脸！
6359	7-9	diūqì	丢弃	丢弃一张手牌。
6360	7-9	diūrén	丢人	真丢人！
6361	7-9	diūshī	丢失	我会找到你丢失的戒指。
6362	7-9	dōngbēn-xīzǒu	东奔西走	长年累月东奔西走忙死了，生活太没有规律了。
6363	7-9	dōngdàozhǔ	东道主	中国成为了本次国际会议的东道主。
6364	7-9	dōngzhāng-xīwàng	东张西望	他在路口东张西望，似乎在寻找什么。
6365	7-9	dǒngshì	董事	Mike是董事会里唯一的男性。
6366	7-9	dǒngshìhuì	董事会	Mike是董事会里唯一的男性。
6367	7-9	dǒngshìzhǎng	董事长	董事长宣布了公司未来的战略计划。
6368	7-9	dǒngshì	懂事	他已经长大该懂事了。
6369	7-9	dòngbudòng	动不动	她有时会一动不动的坐上好几个小时。
6370	7-9	dòngdàng	动荡	经济动荡对企业的影响非常大。
6371	7-9	dònggǎn	动感	我对运动感兴趣。
6372	7-9	dònggōng	动工	奶酪是由母牛、山羊、绵羊或其它哺乳动物的奶被加工制造的坚硬的食物。
6373	7-9	dòngjing	动静	他越激动就越安静。
6374	7-9	dòngmài	动脉	这条高速公路是连接两地的交通动脉。
6375	7-9	dòngshēn	动身	你几时动身去罗马？
6376	7-9	dòngtan	动弹	萨米动弹不得。
6377	7-9	dòngtīng	动听	这只鸟唱的歌十分动听。
6378	7-9	dòngxiàng	动向	她慢慢移动向前。
6379	7-9	dòngyòng	动用	这个动词通常只用在第三人称。
6380	7-9	dòngjié	冻结	我将建筑称作被冻结的音乐。
6381	7-9	dòng	栋	看那栋高楼。
6382	7-9	dòngliáng	栋梁	年轻人是社会的栋梁，未来的发展靠他们。
6383	7-9	dōu	兜	要拉裤兜子了。
6384	7-9	dōur	兜儿	他从兜儿里掏出了几张钞票。
6385	7-9	dōushòu	兜售	街头有一些人兜售假冒伪劣商品。
6386	7-9	dǒu	抖	你还在发抖。
6387	7-9	dǒu	陡	我们爬上陡坡。
6388	7-9	dòu	斗	我得奋斗。
6389	7-9	dòuzhì	斗志	他的胸中还有足够的斗志。
6390	7-9	dòujiāng	豆浆	加一些天然酸奶和豆浆。
6391	7-9	dòuzi	豆子	谁喜欢豆子？
6392	7-9	dòu	逗	那挺逗的。
6393	7-9	dūhuì	都会	谁都会犯错。
6394	7-9	dūcù	督促	老师督促学生按时完成作业。
6395	7-9	dú	独	她还是独身
6396	7-9	dúchàng	独唱	她在音乐会上表演了一段精彩的独唱。
6397	7-9	dújiā	独家	她独自留在家里。
6398	7-9	dúlì-zìzhǔ	独立自主	我们国家坚持独立自主的发展方针。
6399	7-9	dúshēn	独身	她还是独身
6400	7-9	dúyī-wú'èr	独一无二	这真是好得独一无二！
6401	7-9	dǔsè	堵塞	我被交通堵塞耽搁了。
6402	7-9	dùjué	杜绝	我们要采取措施杜绝浪费资源的现象。
6403	7-9	dùjì	妒忌	有爱情必有妒忌。
6404	7-9	dù(zhīmíngdù)	度（知名度）	这家报社在当地知名度颇高。
6405	7-9	dùjià	度假	度假愉快！
6406	7-9	dùguò	渡过	我们要渡过难关。
6407	7-9	duānzhèng	端正	她是一位品行端正的女士。
6408	7-9	duǎnquē	短缺	燃料短缺。
6409	7-9	duǎnzàn	短暂	人生十分短暂。
6410	7-9	duànluò	段落	逐字地翻译这个段落。
6411	7-9	duàndìng	断定	昨晚的火灾被断定为由纵火引起的。
6412	7-9	duànduànxùxù	断断续续	雨断断续续地下了一整天。
6413	7-9	duànliè	断裂	桥梁的一部分因地震而断裂。
6414	7-9	duīqì	堆砌	孩子们在海滩边用沙子堆砌城堡。
6415	7-9	duìxíng	队形	队员们排成了整齐的队形进行训练。
6416	7-9	duìbái	对白	对不起，我没明白你说的话。
6417	7-9	duìcè	对策	国家将对毒品政策进行改革。
6418	7-9	duìchèn	对称	她对被称为懦夫很反感。
6419	7-9	duìdeqǐ	对得起	他想，如果不好好学习，怎么对得起祖国的人民呢？
6420	7-9	duìlián	对联	对不起, 你要联络的人没空。
6421	7-9	duìyì	对弈	他们在公园的棋桌上对弈，吸引了许多人围观。
6422	7-9	duìzhào	对照	这张对照表过时了。
6423	7-9	duìzhì	对峙	是人都知道冷战是两国的对峙。
6424	7-9	duìzhǔn	对准	派对的准备工作就全交给你了。
6425	7-9	duìhuàn	兑换	我想兑换旅行支票。
6426	7-9	duìxiàn	兑现	他兑现了自己对大家的承诺。
6427	7-9	dūncù	敦促	政府敦促企业加强环保意识。
6428	7-9	dūnhòu	敦厚	他为人敦厚，深受朋友们的喜爱。
6429	7-9	dùn	炖	汤姆往炖菜里加了西兰花。
6430	7-9	dùnshí	顿时	她的脸顿时红了。
6431	7-9	duōbiān	多边	通过创造一个更像家乡并有许多绿色植物和社区建筑物的城市地区，住在城市里快要代表想到在爱丁堡水边地生活，工作也娱乐的两万个人会有更简单、没有压力生活方式。
6432	7-9	duōgōngnéng	多功能	汤姆买了一台新的多功能打印机。
6433	7-9	duōkuī	多亏	多亏了你，我还活着。
6434	7-9	duōláo-duōdé	多劳多得	在这家公司工作，薪酬完全是多劳多得。
6435	7-9	duō nián lái	多年来	这发明是多年来耐心实验的成果。
6436	7-9	duōxīn	多心	你们需要更多耐心。
6437	7-9	duōyú	多余	还有多余的盐吗？
6438	7-9	duōyuán	多元	我账户上有5000多欧元。
6439	7-9	duōsuo	哆嗦	他在寒风中冻得直哆嗦。
6440	7-9	duóguàn	夺冠	在一九五八年，巴西首次夺得了世界杯的冠军。
6441	7-9	duókuí	夺魁	他在比赛中表现出色，一举夺魁。
6442	7-9	duǒbì	躲避	他躲避了那些问题。
6443	7-9	duǒcáng	躲藏	他为什么在躲藏？
6444	7-9	duòshǒu	舵手	这位船长是船队的最佳舵手。
6445	7-9	duòluò	堕落	我在堕落！
6446	7-9	ézhà	讹诈	他因涉嫌讹诈邻居而被警方调查。
6447	7-9	Éyǔ	俄语	用俄语说！
6448	7-9	é	鹅	他的鹅都是天鹅。
6449	7-9	éwài	额外	电池要额外付钱。
6450	7-9	èyùn	厄运	我不相信黑猫与厄运有关系。
6451	7-9	è	恶	可恶！
6452	7-9	èhuà	恶化	经济情况恶化。
6453	7-9	èliè	恶劣	恶劣的天气。
6454	7-9	èxìng	恶性	最近，恶性的诈骗案可真多啊。
6455	7-9	èyì	恶意	小心恶意邮件。
6456	7-9	èzhì	遏制	我无法遏制住我的怒火。
6457	7-9	èyú	鳄鱼	蛇吃了鳄鱼。
6458	7-9	ēncì	恩赐	他认为这次机会是上天的恩赐。
6459	7-9	ēnhuì	恩惠	我永远不会忘记你对我的恩惠。
6460	7-9	ēnqíng	恩情	他的恩情让我铭记在心，永远感激。
6461	7-9	ēnyuàn	恩怨	他们之间的恩怨已经持续了多年。
6462	7-9	éryǐ	而已	嗯，仅此而已。
6463	7-9	ěrguāng	耳光	她给了他一个耳光。
6464	7-9	ěrmù-yīxīn	耳目一新	这部电影的画面效果让人耳目一新。
6465	7-9	ěrshú-néngxiáng	耳熟能详	这首歌是耳熟能详的经典作品。
6466	7-9	ěrwén-mùdǔ	耳闻目睹	这些事情都是我耳闻目睹的，不是道听途说。
6467	7-9	èrshǒuchē	二手车	我买不起二手车。
6468	7-9	èryǎnghuàtàn	二氧化碳	树木排出氧气，吸收二氧化碳。
6469	7-9	fābùhuì	发布会	房间挤满了等待发布会开始的记者。
6470	7-9	fācái	发财	恭喜发财
6471	7-9	fāchóu	发愁	不要为这事发愁。
6472	7-9	fādiànjī	发电机	你知道谁发明了电报机吗？
6473	7-9	fādǒu	发抖	你还在发抖。
6474	7-9	fāfèn-túqiáng	发愤图强	他在失败后发愤图强，最终取得了成功。
6475	7-9	fāguāng	发光	灯泡发光。
6476	7-9	fāhuǒ	发火	他对他女儿发火了。
6477	7-9	fājiào	发酵	酒被放在桶里发酵。
6478	7-9	fājué	发掘	我敢打赌，在Tom Waits发掘它当幕后支援前你从来没有听说过斯特罗小提琴！无论如何，1920年代末前它采用了一个大型金属喇叭谐振器来代替木制音箱，以便它可以更好地被录音设备收音。
6479	7-9	fālèng	发愣	他听到这个消息后，呆呆地发愣了几分钟。
6480	7-9	fā píqi	发脾气	他向我大发脾气。
6481	7-9	fāqǐrén	发起人	这张沙发起码可以坐三个人。
6482	7-9	fārè	发热	我眼皮发热。
6483	7-9	fāshì	发誓	他发誓要戒烟。
6484	7-9	fāxiè	发泄	我就是需要发泄一下。
6485	7-9	fāyáng	发扬	21个月前在寒冬所开始的一切不应当在今天这个秋夜结束。今天的选举胜利并不是我们所寻求的改变--这只是我们进行改变的机会。如果我们仍然按照过去的方式行事，我们所寻求的改变将不会发生。没有你们，没有服务和牺牲的新精神，就不可能发生改变。因此，让我们发扬新的爱国和负责精神，所有的人都下定决心参与其中，更加努力地工作，不仅是为自己而是为彼此。
6486	7-9	fāyáng-guāngdà	发扬光大	我们应该把传统文化发扬光大。
6487	7-9	fāyù	发育	我发现实地考察很有教育意义。
6488	7-9	fāyuándì	发源地	长江是中华文明的发源地之一。
6489	7-9	fāzuò	发作	我哮喘发作了。
6490	7-9	fámén	阀门	机器出现故障可能是因为阀门关闭了。
6491	7-9	fàxíng	发型	你需要一个好发型。
6492	7-9	fān	帆	我参加帆船社。
6493	7-9	fānchuán	帆船	我参加帆船社。
6494	7-9	fānfān	翻番	今年销售会翻番。
6495	7-9	fānlái-fùqù	翻来覆去	他躺在床上翻来覆去，怎么也睡不着。
6496	7-9	fāntiān-fùdì	翻天覆地	相比二十年前的日本，现在的日本有了翻天覆地的变化。
6497	7-9	fán	凡	凡事豫则立。
6498	7-9	fánmèn	烦闷	最近的压力让他感到非常烦闷。
6499	7-9	fánnǎo	烦恼	不要自寻烦恼。
6500	7-9	fánzào	烦躁	等朋友等太久时,会感到烦躁.
6501	7-9	fánhuá	繁华	阿尔及尔是一座有着超过三百多万人口的繁华都市。
6502	7-9	fánmáng	繁忙	这里交通繁忙。
6503	7-9	fántǐzì	繁体字	这是繁体字。
6504	7-9	fánzhòng	繁重	现在是我们回答这个问题的机会。这是我们的时刻这是我们的时代--让我们的人民重新就业，为我们的后代敞开机会之门，恢复繁荣，推进和平，重新确立“美国梦”，再次证明这样一个基本的真理：我们是一家人；只要一息尚存，我们就有希望；当我们遇到嘲讽和怀疑，当有人说我们办不到的时候，我们要以这个永恒的信条来回应他们。是的，我们能做到
6505	7-9	fǎnbó	反驳	证人可以反驳犯罪嫌疑人的虚假证词。
6506	7-9	fǎnchā	反差	历史课总是根据时间和地点的差异在不同情况下显示出不同的结论，即便是现在发生的也可能是相反的。
6507	7-9	fǎncháng	反常	你今儿有点反常.
6508	7-9	fǎndào	反倒	这次表扬反倒让他感到有些不安。
6509	7-9	fǎngǎn	反感	她很反感性爱。
6510	7-9	fǎn guòlái	反过来	他觉得自己占了上风，但我反过来扭转了局面。
6511	7-9	fǎnjī	反击	要把公制单位换算成英制或反过来操作，须点击“菜单”按钮。
6512	7-9	fǎnkuì	反馈	公司欢迎消费者对他们产品的反馈
6513	7-9	fǎnmiàn	反面	人们必须查看硬币的正反面。
6514	7-9	fǎnsī	反思	他在心里反复思量这件事。
6515	7-9	fǎntán	反弹	房价在经历下跌后开始出现反弹。
6516	7-9	fǎnxǐng	反省	他反省了自己的错误，向大家道歉。
6517	7-9	fǎnhuán	返还	往返还是单程？
6518	7-9	fànchóu	犯愁	孩子的学费问题让他犯愁不已。
6519	7-9	fànwǎn	饭碗	即使我拿不到高工资，我也不肯放弃这个饭碗。
6520	7-9	fànlàn	泛滥	大雨使河水泛滥。
6521	7-9	fànchóu	范畴	这个问题已经超出了我们的研究范畴。
6522	7-9	fànmài	贩卖	这台自动贩卖机故障了。
6523	7-9	fāngfāngmiànmiàn	方方面面	在这方面，我不如他。
6524	7-9	fāngxiàngpán	方向盘	日本车的方向盘在右边。
6525	7-9	fāngyán	方言	他嘴里一口方言。
6526	7-9	fángdào	防盗	为了防止盗版，他有些电影从未在影院上映。
6527	7-9	fángdàomén	防盗门	装一扇防盗门可以提高家居安全。
6528	7-9	fánghù	防护	在工地上工作需要穿戴防护装备。
6529	7-9	fánghuǒqiáng	防火墙	我用了面防火墙。
6530	7-9	fángwèi	防卫	汤姆坚称他是为了自我防卫才射杀了玛丽亚。
6531	7-9	fángxùn	防汛	当地政府已经采取措施防汛，确保安全。
6532	7-9	fángyì	防疫	医院正在开展防疫工作以控制疫情传播。
6533	7-9	fángyù	防御	进攻是最好的防御。
6534	7-9	fáng'ài	妨碍	我妨碍着你吗？
6535	7-9	fánghài	妨害	他的行为已经妨害了公共安全。
6536	7-9	fángdìchǎn	房地产	房地产市场在过去几年中经历了巨大变化。
6537	7-9	fǎng	仿	他们年龄相仿。
6538	7-9	fǎngzhì	仿制	这款手表是名牌的仿制品，价格便宜。
6539	7-9	fǎngtán	访谈	这次访谈中，他分享了自己的创业经验。
6540	7-9	fǎngzhī	纺织	苏格兰以其羊毛纺织品而著名。
6541	7-9	fàngguò	放过	放过我吧，受不了了！
6542	7-9	fàngshuǐ	放水	把蛋放入沸水中。
6543	7-9	fàngsì	放肆	别对我放肆，小姑娘!
6544	7-9	fàngyìng	放映	汤姆在整场电影放映时都在睡觉。
6545	7-9	fàngzhì	放置	石头被美丽得放置在日式庭园里。
6546	7-9	fàngzòng	放纵	父母过度放纵孩子会导致不良后果。
6547	7-9	fēisù	飞速	超音速飞行被认为是不可能的。
6548	7-9	fēiwǎng	飞往	他明天将飞往巴黎。
6549	7-9	fēixiáng	飞翔	飞机在云上飞翔。
6550	7-9	fēiyuè	飞跃	科技的进步给人类社会带来了飞跃发展。
6551	7-9	fēi (fēijīnshǔ)	非（非金属）	碳是一种常见的非金属元素。
6552	7-9	fēiděi	非得	他们那时非得把农场卖掉吗?
6553	7-9	fēifǎ	非法	赌博是非法的。
6554	7-9	fēifán	非凡	他的智慧非凡。
6555	7-9	fēiwén	绯闻	关于那位明星的绯闻满天飞。
6556	7-9	féiliào	肥料	这块肥皂里添加了天然香料。
6557	7-9	féipàng	肥胖	我肥胖。
6558	7-9	féiwò	肥沃	这里的土壤肥沃。
6559	7-9	féizào	肥皂	肥皂没了。
6560	7-9	fěibàng	诽谤	他因涉嫌诽谤被对方起诉。
6561	7-9	fèi	废	废物！
6562	7-9	fèichú	废除	我们应该废除死刑。
6563	7-9	fèihuà	废话	不要说废话！
6564	7-9	fèipǐn	废品	这些废品可以回收再利用。
6565	7-9	fèiqǐn-wàngshí	废寝忘食	他为了完成这个项目，废寝忘食地工作了一个月。
6566	7-9	fèiwù	废物	废物！
6567	7-9	fèixū	废墟	这些废墟年代久远。
6568	7-9	fèifèiyángyáng	沸沸扬扬	这个新闻已经在网络上传得沸沸扬扬。
6569	7-9	fèiténg	沸腾	水沸腾后变为蒸汽。
6570	7-9	fèijìn	费劲	我毫不费劲就找到他的公司。
6571	7-9	fēnbiàn	分辨	你知道分辨好坏吗？
6572	7-9	fēncun	分寸	我自有分寸。
6573	7-9	fēndān	分担	我们同意分担家务。
6574	7-9	fēngē	分割	爱尔兰和英格兰被海分割。
6575	7-9	fēnhóng	分红	我花园里的一部分玫瑰是白色的，其他的是红色的。
6576	7-9	fēnhuà	分化	最危险的头疼是由未经充分消化吸收的想法引起的。
6577	7-9	fēnmì	分泌	压力过大会影响荷尔蒙的分泌。
6578	7-9	fēnmíng	分明	他们分明说了谎。
6579	7-9	fēnqí	分歧	是在这点上我们的意见有分歧。
6580	7-9	fēnzāng	分赃	警方抓获了正在分赃的犯罪嫌疑人。
6581	7-9	fēnzhī	分支	分支和合并是版本控制的两种基本操作。
6582	7-9	fēnfāng	芬芳	玫瑰的芬芳弥漫了整个房间.
6583	7-9	fēnfù	吩咐	接下来该怎么做，我完全听从您的吩咐。
6584	7-9	fēnwéi	氛围	因此，一直以来都被清新的氛围包围着，并且这次也如此度过了充实的一天。
6585	7-9	fén	坟	这是谁的坟墓？
6586	7-9	fénmù	坟墓	这是谁的坟墓？
6587	7-9	fénshāo	焚烧	哥伦布曾经在当地人偷了他的鹦鹉之后决定完全地烧毁整个村庄。因为他不能焚烧他们的水，所以他感到失望。于是他发明了氟。
6588	7-9	fěn	粉	我用洗衣粉。
6589	7-9	fěnsī	粉丝	我是Tatoeba的粉丝。
6590	7-9	fěnsuì	粉碎	她把信撕得粉碎。
6591	7-9	fènliàng	分量	汤姆减掉30公斤分量。
6592	7-9	fènwài	分外	先肯定后否定，一正一反，就分外有力量。
6593	7-9	fèn'é	份额	这家公司占据了市场的最大份额。
6594	7-9	fènlì	奋力	奥运会最重要的不是胜利，而是参与；正如在生活中最重要的事情不是成功，而是奋斗；但最本质的事情并不是征服，而是奋力拼搏。
6595	7-9	fènyǒng	奋勇	是一位慈祥的老人自告奋勇地为他的邻居割草坪。
6596	7-9	fèn	粪	粪土！
6597	7-9	fènbiàn	粪便	农民用动物的粪便作为肥料。
6598	7-9	fēngfù-duōcǎi	丰富多彩	学校举办了丰富多彩的课外活动。
6599	7-9	fēnghòu	丰厚	孔子说："像夏禹的为人，我找不到可以指责的漏洞。自己吃著菲薄的饮食，而却用丰厚祭品祭拜祖先与神明；自己平时穿粗劣的衣裳，而在祭祀时穿戴华服礼帽；自己住小房子，却尽力开通水道沟渠。像夏禹这样的人，我实在找不到可以指责的漏洞了。"
6600	7-9	fēngmǎn	丰满	她的画风格丰满，充满生命力。
6601	7-9	fēngshèng	丰盛	她为我们煮了丰盛的一餐。
6602	7-9	fēngshuò	丰硕	这次会议取得了丰硕的成果。
6603	7-9	fēngbō	风波	我被风暴困在波士顿。
6604	7-9	fēngcǎi	风采	惜秦皇汉武，略输文采；唐宗宋祖，稍逊风骚。一代天骄，成吉思汗，只识弯弓射大雕。俱往矣，数风流人物，还看今朝。
6605	7-9	fēngcān-lùsù	风餐露宿	旅行者在山中风餐露宿，感受大自然的魅力。
6606	7-9	fēngfàn	风范	他在危机中的表现展现了领导者的风范。
